symbol,direction,setup_type,entry_price,sl_price,tp_price,confidence,entry_time,exit_time,exit_price,exit_reason,pnl_pips,rr_achieved,killzone,htf_bias,sniper_passed,sniper_skip_reason,partial_taken,trail_count,be_applied,peak_r
USDJPY,BUY,HH_HL_CONTINUATION,155.78500,155.79045,156.38650,0.750,2025-01-27 09:05,2025-01-27 10:00,155.79045,TRAILED_SL,5.72,0.36,LONDON_OPEN,NEUTRAL,True,,True,1,True,0.00
GBPJPY,BUY,HH_HL_CONTINUATION,193.92600,193.68186,194.42850,0.850,2025-01-27 09:15,2025-01-27 10:00,193.68186,SL_HIT,-24.41,-1.00,LONDON_OPEN,NEUTRAL,True,,False,0,False,0.00
GBPUSD,BUY,CHOCH,1.24939,1.24992,1.27260,0.920,2025-01-27 12:10,2025-01-27 16:50,1.24992,TRAILED_SL,5.30,0.06,NY_OPEN,NEUTRAL,True,,True,1,False,0.00
USDJPY,BUY,LIQUIDITY_SWEEP_REVERSAL,153.92200,154.02000,155.11828,1.000,2025-01-27 13:30,2025-01-27 14:50,154.02000,TRAILED_SL,8.25,0.29,NY_OPEN,NEUTRAL,True,,True,2,True,0.00
USDJPY,SELL,CONTINUATION_OB,154.43000,154.27400,152.14771,0.930,2025-01-27 15:25,2025-01-27 16:35,154.27400,TRAILED_SL,9.70,0.13,LONDON_CLOSE,NEUTRAL,True,,True,2,True,0.00
USDJPY,SELL,FVG_CONTINUATION,154.24900,154.50000,152.70872,0.830,2025-01-27 16:40,2025-01-27 17:30,154.50000,SL_HIT,-25.10,-0.41,LONDON_CLOSE,SELL,True,,False,1,False,0.00
GBPUSD,BUY,FVG_CONTINUATION,1.24854,1.24741,1.25803,0.930,2025-01-27 17:00,2025-01-27 18:30,1.24741,SL_HIT,-11.30,-0.30,LONDON_CLOSE,NEUTRAL,True,,False,1,False,0.00
GBPJPY,BUY,HH_HL_CONTINUATION,193.79300,193.62200,194.11400,0.950,2025-01-28 08:30,2025-01-28 10:00,193.62200,SL_HIT,-17.10,-1.00,LONDON_OPEN,NEUTRAL,True,,False,0,False,0.00
USDJPY,BUY,LIQUIDITY_SWEEP_REVERSAL,155.47200,155.31900,156.52502,0.850,2025-01-28 12:50,2025-01-28 14:20,155.31900,SL_HIT,-15.30,-0.36,NY_OPEN,SELL,True,,False,2,False,0.00
GBPUSD,BUY,FVG_CONTINUATION,1.24306,1.24184,1.25000,1.000,2025-01-28 13:50,2025-01-28 14:05,1.24184,SL_HIT,-12.20,-1.00,NY_OPEN,BUY,True,,False,0,False,0.00
GBPUSD,BUY,LIQUIDITY_GRAB_CONTINUATION,1.24308,1.24221,1.24794,0.970,2025-01-28 14:20,2025-01-28 15:40,1.24221,SL_HIT,-8.70,-0.45,NY_OPEN,BUY,True,,False,1,False,0.00
GBPJPY,SELL,CHOCH,193.02700,193.19700,189.57690,0.920,2025-01-28 14:30,2025-01-28 16:00,193.19700,SL_HIT,-17.00,-1.00,NY_OPEN,NEUTRAL,True,,False,0,False,0.00
USDJPY,SELL,LIQUIDITY_GRAB_CONTINUATION,155.49100,155.53500,154.91709,0.970,2025-01-28 15:45,2025-01-28 16:10,155.53500,SL_HIT,-4.40,-0.19,LONDON_CLOSE,SELL,True,,False,1,False,0.00
GBPUSD,BUY,CHOCH,1.24346,1.24349,1.25436,1.000,2025-01-28 17:00,2025-01-28 17:50,1.24349,TRAILED_SL,3.26,0.21,LONDON_CLOSE,BUY,True,,True,1,True,0.00
GBPUSD,BUY,HH_HL_CONTINUATION,1.24533,1.24487,1.24630,0.850,2025-01-29 07:10,2025-01-29 07:40,1.24487,SL_HIT,-4.60,-1.00,LONDON_OPEN,BUY,True,,False,0,False,0.00
GBPJPY,BUY,LIQUIDITY_SWEEP_REVERSAL,193.28500,193.01900,194.35762,0.950,2025-01-29 08:00,2025-01-29 10:45,193.01900,SL_HIT,-26.60,-1.00,LONDON_OPEN,NEUTRAL,True,,False,0,False,0.00
GBPUSD,BUY,HH_HL_CONTINUATION,1.24574,1.24523,1.24691,0.850,2025-01-29 08:30,2025-01-29 08:55,1.24523,SL_HIT,-5.10,-1.00,LONDON_OPEN,NEUTRAL,True,,False,0,False,0.00
USDJPY,SELL,LH_LL_CONTINUATION,155.36000,155.39700,154.81000,1.000,2025-01-29 12:05,2025-01-29 13:00,155.39700,SL_HIT,-3.70,-0.37,NY_OPEN,SELL,True,,False,1,False,0.00
GBPUSD,SELL,CHOCH,1.24141,1.24253,1.22295,0.820,2025-01-29 12:10,2025-01-29 13:20,1.24253,SL_HIT,-11.20,-0.15,NY_OPEN,NEUTRAL,True,,False,1,False,0.00
USDJPY,BUY,CHOCH,155.35800,155.36010,157.00555,0.820,2025-01-29 13:00,2025-01-29 14:00,155.36010,TRAILED_SL,2.21,0.03,NY_OPEN,SELL,True,,True,1,True,0.00
GBPUSD,SELL,CHOCH,1.24214,1.24213,1.22551,0.820,2025-01-29 13:20,2025-01-29 14:05,1.24213,TRAILED_SL,1.52,0.02,NY_OPEN,NEUTRAL,True,,True,1,True,0.00
GBPUSD,SELL,LH_LL_CONTINUATION,1.24168,1.24255,1.23609,0.850,2025-01-29 14:05,2025-01-29 14:55,1.24255,SL_HIT,-8.70,-1.00,NY_OPEN,NEUTRAL,True,,False,0,False,0.00
USDJPY,BUY,CHOCH,155.42900,155.32900,157.25405,0.820,2025-01-29 14:10,2025-01-29 15:05,155.32900,SL_HIT,-10.00,-0.14,NY_OPEN,SELL,True,,False,1,False,0.00
